icd9_code	icd9_phe	potential_matches
9050	Late effect of fracture of skull and face bones	ICD10_code:S0292XS:phenoname:Unspecified fracture of facial bones, sequela|ICD10_code:S0291XS:phenoname:Unspecified fracture of skull, sequela|ICD10_code:S0282XS:phenoname:Fracture of other specified skull and facial bones, left side, sequela|ICD10_code:S0281XS:phenoname:Fracture of other specified skull and facial bones, right side, sequela|ICD10_code:S0280XS:phenoname:Fracture of other specified skull and facial bones, unspecified side, sequela|ICD10_code:S0269XS:phenoname:Fracture of mandible of other specified site, sequela|ICD10_code:S02672S:phenoname:Fracture of alveolus of left mandible, sequela|ICD10_code:S02671S:phenoname:Fracture of alveolus of right mandible, sequela|ICD10_code:S02670S:phenoname:Fracture of alveolus of mandible, unspecified side, sequela|ICD10_code:S0266XS:phenoname:Fracture of symphysis of mandible, sequela|ICD10_code:S02652S:phenoname:Fracture of angle of left mandible, sequela|ICD10_code:S02651S:phenoname:Fracture of angle of right mandible, sequela|ICD10_code:S02650S:phenoname:Fracture of angle of mandible, unspecified side, sequela|ICD10_code:S02642S:phenoname:Fracture of ramus of left mandible, sequela|ICD10_code:S02641S:phenoname:Fracture of ramus of right mandible, sequela|ICD10_code:S02640S:phenoname:Fracture of ramus of mandible, unspecified side, sequela|ICD10_code:S02632S:phenoname:Fracture of coronoid process of left mandible, sequela|ICD10_code:S02631S:phenoname:Fracture of coronoid process of right mandible, sequela|ICD10_code:S02630S:phenoname:Fracture of coronoid process of mandible, unspecified side, sequela|ICD10_code:S02622S:phenoname:Fracture of subcondylar process of left mandible, sequela|ICD10_code:S02621S:phenoname:Fracture of subcondylar process of right mandible, sequela|ICD10_code:S02620S:phenoname:Fracture of subcondylar process of mandible, unspecified side, sequela|ICD10_code:S02612S:phenoname:Fracture of condylar process of left mandible, sequela|ICD10_code:S02611S:phenoname:Fracture of condylar process of right mandible, sequela|ICD10_code:S02610S:phenoname:Fracture of condylar process of mandible, unspecified side, sequela|ICD10_code:S02609S:phenoname:Fracture of mandible, unspecified, sequela|ICD10_code:S02602S:phenoname:Fracture of unspecified part of body of left mandible, sequela|ICD10_code:S02601S:phenoname:Fracture of unspecified part of body of right mandible, sequela|ICD10_code:S02600S:phenoname:Fracture of unspecified part of body of mandible, unspecified side, sequela|ICD10_code:S025XXS:phenoname:Fracture of tooth (traumatic), sequela|ICD10_code:S0242XS:phenoname:Fracture of alveolus of maxilla, sequela|ICD10_code:S02413S:phenoname:LeFort III fracture, sequela|ICD10_code:S02412S:phenoname:LeFort II fracture, sequela|ICD10_code:S02411S:phenoname:LeFort I fracture, sequela|ICD10_code:S0240FS:phenoname:Zygomatic fracture, left side, sequela|ICD10_code:S0240ES:phenoname:Zygomatic fracture, right side, sequela|ICD10_code:S0240DS:phenoname:Maxillary fracture, left side, sequela|ICD10_code:S0240CS:phenoname:Maxillary fracture, right side, sequela|ICD10_code:S0240BS:phenoname:Malar fracture, left side, sequela|ICD10_code:S0240AS:phenoname:Malar fracture, right side, sequela|ICD10_code:S02402S:phenoname:Zygomatic fracture, unspecified side, sequela|ICD10_code:S02401S:phenoname:Maxillary fracture, unspecified side, sequela|ICD10_code:S02400S:phenoname:Malar fracture, unspecified side, sequela|ICD10_code:S0232XS:phenoname:Fracture of orbital floor, left side, sequela|ICD10_code:S0231XS:phenoname:Fracture of orbital floor, right side, sequela|ICD10_code:S0230XS:phenoname:Fracture of orbital floor, unspecified side, sequela|ICD10_code:S022XXS:phenoname:Fracture of nasal bones, sequela|ICD10_code:S0219XS:phenoname:Other fracture of base of skull, sequela|ICD10_code:S0211HS:phenoname:Other fracture of occiput, left side, sequela|ICD10_code:S0211GS:phenoname:Other fracture of occiput, right side, sequela|ICD10_code:S0211FS:phenoname:Type III occipital condyle fracture, left side, sequela|ICD10_code:S0211ES:phenoname:Type III occipital condyle fracture, right side, sequela|ICD10_code:S0211DS:phenoname:Type II occipital condyle fracture, left side, sequela|ICD10_code:S0211CS:phenoname:Type II occipital condyle fracture, right side, sequela|ICD10_code:S0211BS:phenoname:Type I occipital condyle fracture, left side, sequela|ICD10_code:S0211AS:phenoname:Type I occipital condyle fracture, right side, sequela|ICD10_code:S02119S:phenoname:Unspecified fracture of occiput, sequela|ICD10_code:S02118S:phenoname:Other fracture of occiput, unspecified side, sequela|ICD10_code:S02113S:phenoname:Unspecified occipital condyle fracture, sequela|ICD10_code:S02112S:phenoname:Type III occipital condyle fracture, unspecified side, sequela|ICD10_code:S02111S:phenoname:Type II occipital condyle fracture, unspecified side, sequela|ICD10_code:S02110S:phenoname:Type I occipital condyle fracture, unspecified side, sequela|ICD10_code:S02109S:phenoname:Fracture of base of skull, unspecified side, sequela|ICD10_code:S02102S:phenoname:Fracture of base of skull, left side, sequela|ICD10_code:S02101S:phenoname:Fracture of base of skull, right side, sequela|ICD10_code:S020XXS:phenoname:Fracture of vault of skull, sequela
9052	Late effect of fracture of upper extremities	ICD10_code:S6290XS:phenoname:Unspecified fracture of unspecified wrist and hand, sequela|ICD10_code:S5290XS:phenoname:Unspecified fracture of unspecified forearm, sequela|ICD10_code:S4290XS:phenoname:Fracture of unspecified shoulder girdle, part unspecified, sequela|ICD10_code:S42409S:phenoname:Unspecified fracture of lower end of unspecified humerus, sequela|ICD10_code:S42309S:phenoname:Unspecified fracture of shaft of humerus, unspecified arm, sequela|ICD10_code:S42209S:phenoname:Unspecified fracture of upper end of unspecified humerus, sequela|ICD10_code:M84439S:phenoname:Pathological fracture, unspecified ulna and radius, sequela|ICD10_code:M84429S:phenoname:Pathological fracture, unspecified humerus, sequela
9053	Late effect of fracture of neck of femur	ICD10_code:S72009S:phenoname:Fracture of unspecified part of neck of unspecified femur, sequela|ICD10_code:M84459S:phenoname:Pathological fracture, hip, unspecified, sequela
9054	Late effect of fracture of lower extremities	ICD10_code:S99299S:phenoname:Other physeal fracture of phalanx of unspecified toe, sequela|ICD10_code:S99249S:phenoname:Salter-Harris Type IV physeal fracture of phalanx of unspecified toe, sequela|ICD10_code:S99239S:phenoname:Salter-Harris Type III physeal fracture of phalanx of unspecified toe, sequela|ICD10_code:S99229S:phenoname:Salter-Harris Type II physeal fracture of phalanx of unspecified toe, sequela|ICD10_code:S99219S:phenoname:Salter-Harris Type I physeal fracture of phalanx of unspecified toe, sequela|ICD10_code:S99209S:phenoname:Unspecified physeal fracture of phalanx of unspecified toe, sequela|ICD10_code:S92919S:phenoname:Unspecified fracture of unspecified toe(s), sequela|ICD10_code:S92909S:phenoname:Unspecified fracture of unspecified foot, sequela|ICD10_code:S92819S:phenoname:Other fracture of unspecified foot, sequela|ICD10_code:S8290XS:phenoname:Unspecified fracture of unspecified lower leg, sequela|ICD10_code:S82009S:phenoname:Unspecified fracture of unspecified patella, sequela|ICD10_code:S79009S:phenoname:Unspecified physeal fracture of upper end of unspecified femur, sequela|ICD10_code:M84750S:phenoname:Atypical femoral fracture, unspecified, sequela|ICD10_code:M84469S:phenoname:Pathological fracture, unspecified tibia and fibula, sequela|ICD10_code:M84453S:phenoname:Pathological fracture, unspecified femur, sequela|ICD10_code:M84376S:phenoname:Stress fracture, unspecified foot, sequela|ICD10_code:M84369S:phenoname:Stress fracture, unspecified tibia and fibula, sequela
9055	Late effect of fracture of multiple and unspecified bones	ICD10_code:M8448XS:phenoname:Pathological fracture, other site, sequela|ICD10_code:M8440XS:phenoname:Pathological fracture, unspecified site, sequela
9056	Late effect of dislocation	ICD10_code:S93306S:phenoname:Unspecified dislocation of unspecified foot, sequela|ICD10_code:S9306XS:phenoname:Dislocation of unspecified ankle joint, sequela|ICD10_code:S83106S:phenoname:Unspecified dislocation of unspecified knee, sequela|ICD10_code:S83006S:phenoname:Unspecified dislocation of unspecified patella, sequela|ICD10_code:S73006S:phenoname:Unspecified dislocation of unspecified hip, sequela|ICD10_code:S63006S:phenoname:Unspecified dislocation of unspecified wrist and hand, sequela|ICD10_code:S43306S:phenoname:Dislocation of unspecified parts of unspecified shoulder girdle, sequela|ICD10_code:S3330XS:phenoname:Dislocation of unspecified parts of lumbar spine and pelvis, sequela|ICD10_code:S2320XS:phenoname:Dislocation of unspecified part of thorax, sequela|ICD10_code:S1320XS:phenoname:Dislocation of unspecified parts of neck, sequela|ICD10_code:S0302XS:phenoname:Dislocation of jaw, left side, sequela|ICD10_code:S0301XS:phenoname:Dislocation of jaw, right side, sequela|ICD10_code:S0300XS:phenoname:Dislocation of jaw, unspecified side, sequela
9057	Late effect of sprain and strain without mention of tendon injury	ICD10_code:S96919S:phenoname:Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, sequela|ICD10_code:S93609S:phenoname:Unspecified sprain of unspecified foot, sequela|ICD10_code:S8390XS:phenoname:Sprain of unspecified site of unspecified knee, sequela|ICD10_code:S83209S:phenoname:Unspecified tear of unspecified meniscus, current injury, unspecified knee, sequela|ICD10_code:S76919S:phenoname:Strain of unspecified muscles, fascia and tendons at thigh level, unspecified thigh, sequela|ICD10_code:S73109S:phenoname:Unspecified sprain of unspecified hip, sequela|ICD10_code:S66919S:phenoname:Strain of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, sequela|ICD10_code:S6390XS:phenoname:Sprain of unspecified part of unspecified wrist and hand, sequela|ICD10_code:S56919S:phenoname:Strain of unspecified muscles, fascia and tendons at forearm level, unspecified arm, sequela|ICD10_code:S53499S:phenoname:Other sprain of unspecified elbow, sequela|ICD10_code:S46919S:phenoname:Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, sequela|ICD10_code:S4390XS:phenoname:Sprain of unspecified parts of unspecified shoulder girdle, sequela|ICD10_code:S339XXS:phenoname:Sprain of unspecified parts of lumbar spine and pelvis, sequela|ICD10_code:S239XXS:phenoname:Sprain of unspecified parts of thorax, sequela|ICD10_code:S139XXS:phenoname:Sprain of joints and ligaments of unspecified parts of neck, sequela|ICD10_code:S039XXS:phenoname:Sprain of joints and ligaments of unspecified parts of head, sequela
9059	Late effect of traumatic amputation	ICD10_code:S88919S:phenoname:Complete traumatic amputation of unspecified lower leg, level unspecified, sequela|ICD10_code:S78019S:phenoname:Complete traumatic amputation at unspecified hip joint, sequela|ICD10_code:S68419S:phenoname:Complete traumatic amputation of unspecified hand at wrist level, sequela|ICD10_code:S58922S:phenoname:Partial traumatic amputation of left forearm, level unspecified, sequela|ICD10_code:S48919S:phenoname:Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela
9060	Late effect of open wound of head, neck, and trunk	ICD10_code:S31109S:phenoname:Unspecified open wound of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, sequela|ICD10_code:S31000S:phenoname:Unspecified open wound of lower back and pelvis without penetration into retroperitoneum, sequela|ICD10_code:S2190XS:phenoname:Unspecified open wound of unspecified part of thorax, sequela|ICD10_code:S1190XS:phenoname:Unspecified open wound of unspecified part of neck, sequela|ICD10_code:S0190XS:phenoname:Unspecified open wound of unspecified part of head, sequela
9061	Late effect of open wound of extremities without mention of tendon injury	ICD10_code:S91009S:phenoname:Unspecified open wound, unspecified ankle, sequela|ICD10_code:S81809S:phenoname:Unspecified open wound, unspecified lower leg, sequela|ICD10_code:S81009S:phenoname:Unspecified open wound, unspecified knee, sequela|ICD10_code:S71109S:phenoname:Unspecified open wound, unspecified thigh, sequela|ICD10_code:S71009S:phenoname:Unspecified open wound, unspecified hip, sequela|ICD10_code:S61509S:phenoname:Unspecified open wound of unspecified wrist, sequela|ICD10_code:S61409S:phenoname:Unspecified open wound of unspecified hand, sequela|ICD10_code:S51809S:phenoname:Unspecified open wound of unspecified forearm, sequela|ICD10_code:S51009S:phenoname:Unspecified open wound of unspecified elbow, sequela|ICD10_code:S41109S:phenoname:Unspecified open wound of unspecified upper arm, sequela|ICD10_code:S41009S:phenoname:Unspecified open wound of unspecified shoulder, sequela
9062	Late effect of superficial injury	ICD10_code:S90929S:phenoname:Unspecified superficial injury of unspecified foot, sequela|ICD10_code:S90919S:phenoname:Unspecified superficial injury of unspecified ankle, sequela|ICD10_code:S80929S:phenoname:Unspecified superficial injury of unspecified lower leg, sequela|ICD10_code:S80919S:phenoname:Unspecified superficial injury of unspecified knee, sequela|ICD10_code:S70929S:phenoname:Unspecified superficial injury of unspecified thigh, sequela|ICD10_code:S70919S:phenoname:Unspecified superficial injury of unspecified hip, sequela|ICD10_code:S60929S:phenoname:Unspecified superficial injury of unspecified hand, sequela|ICD10_code:S60919S:phenoname:Unspecified superficial injury of unspecified wrist, sequela|ICD10_code:S50919S:phenoname:Unspecified superficial injury of unspecified forearm, sequela|ICD10_code:S50909S:phenoname:Unspecified superficial injury of unspecified elbow, sequela|ICD10_code:S40929S:phenoname:Unspecified superficial injury of unspecified upper arm, sequela|ICD10_code:S40919S:phenoname:Unspecified superficial injury of unspecified shoulder, sequela|ICD10_code:S3097XS:phenoname:Unspecified superficial injury of unspecified external genital organs, female, sequela|ICD10_code:S3096XS:phenoname:Unspecified superficial injury of unspecified external genital organs, male, sequela|ICD10_code:S3092XS:phenoname:Unspecified superficial injury of abdominal wall, sequela|ICD10_code:S3091XS:phenoname:Unspecified superficial injury of lower back and pelvis, sequela|ICD10_code:S2090XS:phenoname:Unspecified superficial injury of unspecified parts of thorax, sequela|ICD10_code:S1090XS:phenoname:Unspecified superficial injury of unspecified part of neck, sequela|ICD10_code:S0090XS:phenoname:Unspecified superficial injury of unspecified part of head, sequela
