icd9_code	icd9_phe	potential_matches
74100	Spina bifida with hydrocephalus, unspecified region	ICD10_code:Q0703:phenoname:Arnold-Chiari syndrome with spina bifida and hydrocephalus|ICD10_code:Q0702:phenoname:Arnold-Chiari syndrome with hydrocephalus|ICD10_code:Q054:phenoname:Unspecified spina bifida with hydrocephalus
8850	Traumatic amputation of thumb (complete)(partial), without mention of complication	ICD10_code:S68529A:phenoname:Partial traumatic transphalangeal amputation of unspecified thumb, initial encounter|ICD10_code:S68519A:phenoname:Complete traumatic transphalangeal amputation of unspecified thumb, initial encounter|ICD10_code:S68029A:phenoname:Partial traumatic metacarpophalangeal amputation of unspecified thumb, initial encounter|ICD10_code:S68019A:phenoname:Complete traumatic metacarpophalangeal amputation of unspecified thumb, initial encounter
9635	Poisoning by vitamins, not elsewhere classified	ICD10_code:T452X4A:phenoname:Poisoning by vitamins, undetermined, initial encounter|ICD10_code:T452X3A:phenoname:Poisoning by vitamins, assault, initial encounter|ICD10_code:T452X2A:phenoname:Poisoning by vitamins, intentional self-harm, initial encounter|ICD10_code:T452X1A:phenoname:Poisoning by vitamins, accidental (unintentional), initial encounter
64803	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O24913:phenoname:Unspecified diabetes mellitus in pregnancy, third trimester|ICD10_code:O24912:phenoname:Unspecified diabetes mellitus in pregnancy, second trimester|ICD10_code:O24911:phenoname:Unspecified diabetes mellitus in pregnancy, first trimester
74190	Spina bifida without mention of hydrocephalus, unspecified region	ICD10_code:Q0701:phenoname:Arnold-Chiari syndrome with spina bifida|ICD10_code:Q058:phenoname:Sacral spina bifida without hydrocephalus
81002	Closed fracture of shaft of clavicle	ICD10_code:S42026A:phenoname:Nondisplaced fracture of shaft of unspecified clavicle, initial encounter for closed fracture|ICD10_code:S42023A:phenoname:Displaced fracture of shaft of unspecified clavicle, initial encounter for closed fracture
38022	Other acute otitis externa	ICD10_code:H60599:phenoname:Other noninfective acute otitis externa, unspecified ear|ICD10_code:H60559:phenoname:Acute reactive otitis externa, unspecified ear|ICD10_code:H60549:phenoname:Acute eczematoid otitis externa, unspecified ear|ICD10_code:H60539:phenoname:Acute contact otitis externa, unspecified ear|ICD10_code:H60529:phenoname:Acute chemical otitis externa, unspecified ear|ICD10_code:H60519:phenoname:Acute actinic otitis externa, unspecified ear|ICD10_code:H60509:phenoname:Unspecified acute noninfective otitis externa, unspecified ear
2115	Benign neoplasm of liver and biliary passages	ICD10_code:D135:phenoname:Benign neoplasm of extrahepatic bile ducts|ICD10_code:D134:phenoname:Benign neoplasm of liver
7813	Lack of coordination	ICD10_code:R279:phenoname:Unspecified lack of coordination|ICD10_code:R278:phenoname:Other lack of coordination|ICD10_code:R270:phenoname:Ataxia, unspecified
99682	Complications of transplanted liver	ICD10_code:T8642:phenoname:Liver transplant failure|ICD10_code:T8641:phenoname:Liver transplant rejection|ICD10_code:T8640:phenoname:Unspecified complication of liver transplant
31401	Attention deficit disorder with hyperactivity	ICD10_code:F909:phenoname:Attention-deficit hyperactivity disorder, unspecified type|ICD10_code:F902:phenoname:Attention-deficit hyperactivity disorder, combined type|ICD10_code:F901:phenoname:Attention-deficit hyperactivity disorder, predominantly hyperactive type
25030	Diabetes with other coma, type II or unspecified type, not stated as uncontrolled	ICD10_code:E11641:phenoname:Type 2 diabetes mellitus with hypoglycemia with coma|ICD10_code:E1111:phenoname:Type 2 diabetes mellitus with ketoacidosis with coma
64200	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable	ICD10_code:O10919:phenoname:Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester|ICD10_code:O10019:phenoname:Pre-existing essential hypertension complicating pregnancy, unspecified trimester
64271	Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with or without mention of antepartum condition	ICD10_code:O114:phenoname:Pre-existing hypertension with pre-eclampsia, complicating childbirth|ICD10_code:O113:phenoname:Pre-existing hypertension with pre-eclampsia, third trimester|ICD10_code:O112:phenoname:Pre-existing hypertension with pre-eclampsia, second trimester|ICD10_code:O111:phenoname:Pre-existing hypertension with pre-eclampsia, first trimester
3492	Disorders of meninges, not elsewhere classified	ICD10_code:G9619:phenoname:Other disorders of meninges, not elsewhere classified|ICD10_code:G9612:phenoname:Meningeal adhesions (cerebral) (spinal)
74259	Other specified congenital anomalies of spinal cord	ICD10_code:Q068:phenoname:Other specified congenital malformations of spinal cord|ICD10_code:Q063:phenoname:Other congenital cauda equina malformations|ICD10_code:Q061:phenoname:Hypoplasia and dysplasia of spinal cord|ICD10_code:Q060:phenoname:Amyelia
7098	Other specified disorders of skin	ICD10_code:L988:phenoname:Other specified disorders of the skin and subcutaneous tissue|ICD10_code:L942:phenoname:Calcinosis cutis
94411	Erythema [first degree] of single digit (finger (nail)) other than thumb	ICD10_code:T23529A:phenoname:Corrosion of first degree of unspecified single finger (nail) except thumb, initial encounter|ICD10_code:T23129A:phenoname:Burn of first degree of unspecified single finger (nail) except thumb, initial encounter
52332	Aggressive periodontitis, generalized	ICD10_code:K05229:phenoname:Aggressive periodontitis, generalized, unspecified severity|ICD10_code:K05223:phenoname:Aggressive periodontitis, generalized, severe|ICD10_code:K05222:phenoname:Aggressive periodontitis, generalized, moderate|ICD10_code:K05221:phenoname:Aggressive periodontitis, generalized, slight
29189	Other alcohol-induced mental disorders	ICD10_code:F10980:phenoname:Alcohol use, unspecified with alcohol-induced anxiety disorder|ICD10_code:F10959:phenoname:Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified|ICD10_code:F10288:phenoname:Alcohol dependence with other alcohol-induced disorder|ICD10_code:F10281:phenoname:Alcohol dependence with alcohol-induced sexual dysfunction|ICD10_code:F10280:phenoname:Alcohol dependence with alcohol-induced anxiety disorder|ICD10_code:F10259:phenoname:Alcohol dependence with alcohol-induced psychotic disorder, unspecified|ICD10_code:F10188:phenoname:Alcohol abuse with other alcohol-induced disorder|ICD10_code:F10181:phenoname:Alcohol abuse with alcohol-induced sexual dysfunction|ICD10_code:F10180:phenoname:Alcohol abuse with alcohol-induced anxiety disorder|ICD10_code:F10159:phenoname:Alcohol abuse with alcohol-induced psychotic disorder, unspecified
65113	Triplet pregnancy, antepartum condition or complication	ICD10_code:O30103:phenoname:Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester|ICD10_code:O30102:phenoname:Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester|ICD10_code:O30101:phenoname:Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester
64201	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O1092:phenoname:Unspecified pre-existing hypertension complicating childbirth|ICD10_code:O10913:phenoname:Unspecified pre-existing hypertension complicating pregnancy, third trimester|ICD10_code:O10912:phenoname:Unspecified pre-existing hypertension complicating pregnancy, second trimester|ICD10_code:O10911:phenoname:Unspecified pre-existing hypertension complicating pregnancy, first trimester|ICD10_code:O1002:phenoname:Pre-existing essential hypertension complicating childbirth|ICD10_code:O10013:phenoname:Pre-existing essential hypertension complicating pregnancy, third trimester|ICD10_code:O10012:phenoname:Pre-existing essential hypertension complicating pregnancy, second trimester|ICD10_code:O10011:phenoname:Pre-existing essential hypertension complicating pregnancy, first trimester
8026	Closed fracture of orbital floor (blow-out)	ICD10_code:S0232XA:phenoname:Fracture of orbital floor, left side, initial encounter for closed fracture|ICD10_code:S0231XA:phenoname:Fracture of orbital floor, right side, initial encounter for closed fracture|ICD10_code:S0230XA:phenoname:Fracture of orbital floor, unspecified side, initial encounter for closed fracture
7051	Prickly heat	ICD10_code:L742:phenoname:Miliaria profunda|ICD10_code:L741:phenoname:Miliaria crystallina|ICD10_code:L740:phenoname:Miliaria rubra
57149	Other chronic hepatitis	ICD10_code:K738:phenoname:Other chronic hepatitis, not elsewhere classified|ICD10_code:K732:phenoname:Chronic active hepatitis, not elsewhere classified
6089	Unspecified disorder of male genital organs	ICD10_code:R102:phenoname:Pelvic and perineal pain|ICD10_code:N509:phenoname:Disorder of male genital organs, unspecified
36816	Psychophysical visual disturbances	ICD10_code:R483:phenoname:Visual agnosia|ICD10_code:H5316:phenoname:Psychophysical visual disturbances
36205	Moderate nonproliferative diabetic retinopathy	ICD10_code:E113399:phenoname:Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye|ICD10_code:E113393:phenoname:Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral|ICD10_code:E113392:phenoname:Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye|ICD10_code:E113391:phenoname:Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye
80220	Closed fracture of mandible, unspecified site	ICD10_code:S0269XA:phenoname:Fracture of mandible of other specified site, initial encounter for closed fracture|ICD10_code:S02609A:phenoname:Fracture of mandible, unspecified, initial encounter for closed fracture
8240	Fracture of medial malleolus, closed	ICD10_code:S8256XA:phenoname:Nondisplaced fracture of medial malleolus of unspecified tibia, initial encounter for closed fracture|ICD10_code:S8253XA:phenoname:Displaced fracture of medial malleolus of unspecified tibia, initial encounter for closed fracture
61179	Other signs and symptoms in breast	ICD10_code:N6459:phenoname:Other signs and symptoms in breast|ICD10_code:N6453:phenoname:Retraction of nipple|ICD10_code:N6452:phenoname:Nipple discharge|ICD10_code:N6451:phenoname:Induration of breast
4358	Other specified transient cerebral ischemias	ICD10_code:G458:phenoname:Other transient cerebral ischemic attacks and related syndromes|ICD10_code:G451:phenoname:Carotid artery syndrome (hemispheric)
65190	Unspecified multiple gestation, unspecified as to episode of care or not applicable	ICD10_code:O318X90:phenoname:Other complications specific to multiple gestation, unspecified trimester, not applicable or unspecified|ICD10_code:O3090:phenoname:Multiple gestation, unspecified, unspecified trimester
65461	Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition	ICD10_code:O3443:phenoname:Maternal care for other abnormalities of cervix, third trimester|ICD10_code:O3442:phenoname:Maternal care for other abnormalities of cervix, second trimester|ICD10_code:O3441:phenoname:Maternal care for other abnormalities of cervix, first trimester
65663	Excessive fetal growth, affecting management of mother, antepartum condition or complication	ICD10_code:O3663X0:phenoname:Maternal care for excessive fetal growth, third trimester, not applicable or unspecified|ICD10_code:O3662X0:phenoname:Maternal care for excessive fetal growth, second trimester, not applicable or unspecified|ICD10_code:O3661X0:phenoname:Maternal care for excessive fetal growth, first trimester, not applicable or unspecified
17350	Unspecified malignant neoplasm of skin of trunk, except scrotum	ICD10_code:C44509:phenoname:Unspecified malignant neoplasm of skin of other part of trunk|ICD10_code:C44501:phenoname:Unspecified malignant neoplasm of skin of breast|ICD10_code:C44500:phenoname:Unspecified malignant neoplasm of anal skin
7563	Other anomalies of ribs and sternum	ICD10_code:Q772:phenoname:Short rib syndrome|ICD10_code:Q767:phenoname:Congenital malformation of sternum|ICD10_code:Q766:phenoname:Other congenital malformations of ribs
9108	Other and unspecified superficial injury of face, neck, and scalp, without mention of infection	ICD10_code:S1080XA:phenoname:Unspecified superficial injury of other specified part of neck, initial encounter|ICD10_code:S1010XA:phenoname:Unspecified superficial injuries of throat, initial encounter|ICD10_code:S0090XA:phenoname:Unspecified superficial injury of unspecified part of head, initial encounter|ICD10_code:S00502A:phenoname:Unspecified superficial injury of oral cavity, initial encounter|ICD10_code:S00501A:phenoname:Unspecified superficial injury of lip, initial encounter|ICD10_code:S00409A:phenoname:Unspecified superficial injury of unspecified ear, initial encounter|ICD10_code:S0030XA:phenoname:Unspecified superficial injury of nose, initial encounter|ICD10_code:S0000XA:phenoname:Unspecified superficial injury of scalp, initial encounter
